idsku;ultimocusto
7978;2.99
872;2.99
VIR-114-ML2;2.9798
1698;2.97
2356;2.97
2614;2.967
3409;2.96
VIR-2950-ML1;2.95966
7710;2.958306
3201;2.95
3203;2.95
VIR-971-ML1;2.95
7753;2.9478
7963;2.943465
VIR-1182-ML1;2.918
VIR-1231-ML1;2.91
VIR-2244-ML;2.91
VIR-476-ML1;2.91
1169;2.9
2261;2.9
2381;2.9
2525;2.9
2729;2.9
VIR-2579-ML;2.9
VIR-2913-ML;2.9
VIR-3518-ML;2.9
VIR-5358-ML;2.9
1322;2.89
739;2.88
VIR-5151-ML;2.88
659;2.8769
6978;2.874319
VIR-2394-ML;2.874
VIR-6759-ML;2.8695
6836;2.8688
4290;2.866667
7496;2.862667
7574;2.86
VIR-3696-ML1;2.86
2683;2.859366
2427;2.853619
4369;2.85
VIR-478-ML;2.85
7014;2.8408
874;2.838182
6531;2.8317
VIR-961-ML;2.824
7846;2.811
1223;2.81
1710;2.81
7486;2.805
VIR-1491-ML;2.8
VIR-202-ML1;2.8
VIR-3003-ML;2.8
VIR-3172-ML1;2.8
VIR-4533-ML;2.8
VIR-4539-ML;2.8
VIR-462-ML;2.8
VIR-470-ML;2.8
2420;2.8
3904;2.8
3920;2.8
4253;2.8
5073;2.8
2363;2.797
1261;2.794
4475;2.79
VIR-2967-ML;2.781
1333;2.78
VIR-6127-ML;2.78
6627;2.77
VIR-959-ML;2.763
5594;2.7597
8063;2.75525
4214;2.754
2767;2.75
VIR-549-ML;2.75
VIR-424-ML1;2.745
1221;2.74
529;2.739
7346;2.739
VIR-6501-ML;2.722
VIR-2948-ML;2.72002
939;2.72
2608;2.717438
4420;2.7102
VIR-6609-ML;2.7086
3816;2.707895
VIR-3729-ML;2.706
VIR-3576-ML;2.70207
1158;2.7
2777;2.7
3202;2.7
3204;2.7
3581;2.7
3994;2.7
4452;2.7
VIR-5615-ML;2.7
VIR-6497-ML;2.7
3890;2.69
7708;2.69
VIR-3519-ML;2.688
VIR-930-ML;2.6857
2404;2.68
2473;2.67
VIR-2999-ML;2.66
5038;2.659
2854;2.65167
2376;2.64852
7759;2.647
7760;2.647
7758;2.6468
410;2.6463
VIR-410-1;2.6463
3587;2.646
4405;2.64
4407;2.64
4408;2.64
VIR-7322-ML;2.63721
VIR-912-ML;2.625
2762;2.62
VIR-5006-ML;2.6145
2239;2.613685
3353;2.612085
7604;2.6093
1331;2.6
2395;2.6
2580;2.6
4822;2.6
7479;2.6
VIR-2690-ML;2.6
VIR-418-ML;2.6
VIR-5223-ML;2.6
VIR-5244-ML;2.6
VIR-5252-ML;2.6
VIR-5268-ML;2.6
VIR-5298-ML;2.6
VIR-83-ML;2.6
VIR-6196-ML1;2.5968
1160;2.594137
3965;2.592
5026;2.5909
3046;2.590667
7650;2.59
VIR-2567-ML;2.5872
VIR-5158-ML;2.574
3047;2.56725
4633;2.566305
3355;2.562546
7477;2.562546
VIR-2241-ML;2.562
VIR-6213-ML;2.56
1621;2.554755
4365;2.55
VIR-4735-ML;2.55
5595;2.546
VIR-6190-ML;2.544
6705;2.54
6707;2.54
VIR-6153-ML;2.54
VIR-6202-ML;2.54
7344;2.534
VIR-2958-ML;2.53
7341;2.528
7348;2.528
6937;2.52582
VIR-2585-ML;2.52
VIR-2978-ML;2.52
VIR-3967-ML2;2.52
VIR-7501-ML1;2.52
7338;2.519
413;2.518
VIR-453-ML;2.51
VIR-452-ML;2.508
2232;2.5
2254;2.5
2320;2.5
2396;2.5
2535;2.5
2965;2.5
3099;2.5
3826;2.5
7214;2.5
VIR-205-ML;2.5
VIR-3175-ML;2.5
VIR-3314-ML;2.5
VIR-3653-ML;2.5
VIR-3702-ML;2.5
VIR-5475-ML;2.5
VIR-5479-ML;2.5
VIR-7172-ML;2.5
VIR-7294-ML;2.5
6894;2.49
7349;2.49
865;2.49
VIR-464-ML1;2.49
VIR-468-ML1;2.49
5083;2.489
VIR-4392-ML;2.4822
VIR-3444-ML;2.4731
1216;2.464
2954;2.46099
3216;2.46
VIR-6290-ML;2.4512
7222;2.45
VIR-6613-ML;2.445
1266;2.44105
3903;2.44
4526;2.44
4417;2.43
1853;2.422
7337;2.418
7342;2.418
7345;2.418
7347;2.418
7757;2.4179
7343;2.409
4656;2.403
3210;2.4
520;2.4
523;2.4
6536;2.4
6895;2.4
7213;2.4
VIR-240-ML;2.4
VIR-3853-ML;2.4
VIR-4558-ML;2.4
VIR-5445-ML;2.4
VIR-5540-ML1;2.4
VIR-5751-ML;2.4
VIR-585-ML;2.4
VIR-6293-ML;2.4
7736;2.396
VIR-7137-ML;2.39567
7000;2.3922
544;2.39
3554;2.3804
VIR-3053-ML;2.371
2337;2.37
4268;2.37
3815;2.3684
3559;2.36753
VIR-465-ML;2.366
7339;2.365
7340;2.365
1251;2.361
1697;2.36
4374;2.36
719;2.354275
2880;2.35
1220;2.341
VIR-968-ML;2.34
VIR-5402-ML;2.328
3366;2.317
4226;2.317
550;2.311308
6704;2.31
6708;2.31
6709;2.31
7684;2.306667
VIR-6342-ML;2.3062
VIR-2586-ML;2.3
VIR-2957-ML;2.3
VIR-4614-ML;2.3
1034;2.3
2293;2.3
4476;2.3
521;2.299
5018;2.296
VIR-6607-ML;2.295
538;2.29435
4585;2.29
2259;2.28858
7997;2.286
4373;2.28
6706;2.28
VIR-985-ML;2.28
6835;2.279333
1253;2.27
2658;2.27
4836;2.261176
VIR-267-ML;2.26
VIR-6451-ML;2.26
2568;2.254
4285;2.25
4371;2.25
4372;2.25
4378;2.25
4450;2.25
4555;2.25
546;2.25
7697;2.25
522;2.2455
VIR-6305-ML;2.244
4377;2.242
4582;2.239
VIR-3083-ML;2.2375
4215;2.234
579;2.232
2510;2.228476
7632;2.2213
3905;2.22
6673;2.2106
1675;2.21
1217;2.2
2228;2.2
3589;2.2
7715;2.2
7837;2.2
VIR-2617-ML;2.2
VIR-3051-ML;2.2
VIR-3445-ML;2.2
VIR-951-ML;2.2
524;2.196939
1242;2.193
VIR-2391-ML;2.19
6963;2.178971
6918;2.16
6919;2.16
6965;2.16
VIR-2774-ML;2.16
VIR-486-ML;2.16
VIR-5819-ML;2.16
VIR-6206-ML;2.16
1643;2.159
4376;2.156
VIR-459-ML;2.156
VIR-962-ML;2.15562
2640;2.15
1204;2.148
VIR-2212-ML;2.1332
2879;2.12
6457;2.12
5622;2.11675
VIR-4877-ML;2.112
VIR-4970-ML;2.112
VIR-4980-ML;2.112
VIR-5001-ML;2.112
1321;2.11
2272;2.1
2561;2.1
5019;2.1
5044;2.1
7459;2.1
VIR-2778-ML;2.1
VIR-3705-ML;2.1
VIR-3744-ML1;2.1
VIR-3766-ML1;2.1
VIR-5634-ML;2.087
409;2.079
1238;2.078
VIR-4838-ML;2.078
7505;2.0776
4574;2.07
5027;2.066
4448;2.064
VIR-5236-ML;2.064
7922;2.06
7839;2.058
7606;2.053
927;2.05
7610;2.045
VIR-5148-ML;2.04336
1163;2.04
4608;2.03133
7572;2.02827
525;2.021
3579;2.020276
3577;2.02016
2331;2.02
4640;2.02
4449;2.01755
7619;2.01663
7015;2.01388
5601;2.01
7016;2.001
1153;2
4583;2
5557;2
VIR-103-ML1;2
VIR-108-ML;2
VIR-111-ML;2
VIR-113-ML;2
VIR-114-ML;2
VIR-115-ML;2
VIR-116-ML;2
VIR-119-ML;2
VIR-121-ML;2
VIR-124-ML;2
VIR-128-ML;2
VIR-129-ML;2
VIR-130-ML;2
VIR-133-ML;2
VIR-134-ML;2
VIR-135-ML;2
VIR-138-ML;2
VIR-139-ML;2
VIR-141-ML;2
VIR-143-ML;2
VIR-148-ML1;2
VIR-152-ML;2
VIR-156-ML;2
VIR-163-ML;2
VIR-168-ML;2
VIR-171-ML;2
VIR-172-ML;2
VIR-175-ML;2
VIR-183-ML;2
VIR-184-ML;2
VIR-194-ML;2
VIR-197-ML;2
VIR-198-ML;2
VIR-201-ML;2
VIR-207-ML;2
VIR-212-ML;2
VIR-213-ML;2
VIR-214-ML;2
VIR-216-ML;2
VIR-221-ML;2
VIR-224-ML;2
VIR-232-ML1;2
VIR-236-ML;2
VIR-245-ML;2
VIR-2998-ML;2
VIR-3644-ML;2
VIR-3651-ML;2
VIR-3652-ML;2
VIR-3657-ML;2
VIR-3661-ML;2
VIR-3686-ML;2
VIR-3703-ML;2
VIR-3710-ML;2
VIR-3717-ML;2
VIR-3718-ML;2
VIR-3719-ML;2
VIR-3727-ML;2
VIR-3730-ML;2
VIR-3733-ML;2
VIR-3740-ML;2
VIR-3757-ML;2
VIR-3778-ML;2
VIR-3783-ML;2
VIR-3786-ML;2
VIR-3787-ML;2
VIR-4538-ML;2
VIR-4549-ML;2
VIR-461-ML;2
VIR-5359-ML;2
VIR-5363-ML;2
VIR-5383-ML;2
VIR-5657-ML;2
VIR-5661-ML;2
VIR-5662-ML;2
VIR-5673-ML;2
VIR-5676-ML;2
VIR-5684-ML;2
VIR-5718-ML;2
VIR-5810-ML;2
VIR-5860-ML;2
VIR-5867-ML;2
VIR-5884-ML;2
VIR-5905-ML;2
VIR-5948-ML;2
VIR-5967-ML;2
VIR-6005-ML;2
VIR-6045-ML;2
VIR-6068-ML;2
VIR-6102-ML;2
VIR-6152-ML;2
VIR-6156-ML;2
VIR-6158-ML;2
VIR-6181-ML;2
VIR-6185-ML;2
VIR-6188-ML;2
VIR-6198-ML;2
VIR-6229-ML;2
VIR-6280-ML;2
VIR-6282-ML;2
VIR-6285-ML;2
VIR-6292-ML;2
VIR-6294-ML;2
VIR-6295-ML;2
VIR-6298-ML;2
VIR-6301-ML;2
VIR-6307-ML;2
VIR-6310-ML;2
VIR-6314-ML;2
VIR-6321-ML;2
VIR-6327-ML;2
VIR-6328-ML;2
VIR-6331-ML1;2
VIR-6338-ML;2
VIR-6341-ML;2
VIR-6345-ML;2
VIR-6349-ML;2
VIR-654-ML1;2
VIR-6636-ML;2
VIR-6710-ML;2
VIR-7061-ML;2
VIR-843-ML;2
VIR-849-ML1;2
VIR-85-ML;2
VIR-851-ML;2
VIR-853-ML;2
VIR-854-ML;2
VIR-87-ML1;2
VIR-90-ML;2
VIR-92-ML;2
VIR-94-ML;2
VIR-96-ML;2
VIR-97-ML;2
VIR-98-ML;2
VIR-99-ML;2
7324;1.9951
578;1.995
505;1.99104
1682;1.99
2250;1.99
2267;1.99
2278;1.99
2339;1.99
2432;1.99
2722;1.99
2723;1.99
4620;1.99
942;1.98412
VIR-982-ML;1.981
VIR-489-ML1;1.98
2688;1.97
6533;1.97
6534;1.97
652;1.961519
VIR-101-ML;1.954
VIR-154-ML;1.954
VIR-211-ML;1.954
VIR-231-ML;1.954
VIR-84-ML;1.954
VIR-2286-ML;1.95
1645;1.95
2406;1.95
2540;1.95
2779;1.95
4025;1.95
4433;1.95
4841;1.95
555;1.95
VIR-82-ML;1.95
VIR-102-ML;1.947
VIR-110-ML;1.947
VIR-122-ML;1.947
VIR-140-ML;1.947
VIR-161-ML;1.947
VIR-181-ML;1.947
VIR-188-ML;1.947
VIR-192-ML;1.947
VIR-193-ML1;1.947
VIR-199-ML;1.947
VIR-218-ML;1.947
VIR-239-ML;1.947
VIR-89-ML;1.947
VIR-95-ML;1.947
VIR-145-ML;1.9469
2480;1.9464
6723;1.9447
1212;1.94
2571;1.94
980;1.9379
VIR-467-ML;1.934
5036;1.9314
4304;1.92933
VIR-7991-ML;1.925
2549;1.924
VIR-5774-ML;1.92
VIR-5780-ML;1.92
VIR-5793-ML;1.92
VIR-200-ML;1.914
VIR-147-ML;1.9136
VIR-220-ML;1.9136
2819;1.91
5644;1.91
VIR-180-ML;1.9028
VIR-222-ML;1.9028
VIR-223-ML;1.9028
2401;1.9
2426;1.9
2569;1.9
2578;1.9
3206;1.9
3950;1.9
7270;1.9
7287;1.9
885;1.9
VIR-2238-ML;1.9
VIR-2529-ML1;1.9
VIR-944-ML;1.8982
6840;1.89515
7965;1.894
1332;1.89
2350;1.89
3090;1.89
3971;1.89
3972;1.89
3973;1.89
3982;1.89
2311;1.8892
513;1.884
2275;1.8826
2552;1.881495
7685;1.8795
VIR-2468-ML;1.87824
6827;1.8736
6999;1.87
1225;1.862
VIR-6164-ML;1.86
6832;1.8568
4434;1.852
4445;1.852
VIR-104-ML;1.848
VIR-107-ML;1.848
VIR-109-ML;1.848
VIR-112-ML;1.848
VIR-125-ML;1.848
VIR-127-ML;1.848
VIR-132-ML;1.848
VIR-150-ML;1.848
VIR-158-ML;1.848
VIR-160-ML;1.848
VIR-166-ML;1.848
VIR-167-ML;1.848
VIR-185-ML;1.848
VIR-206-ML;1.848
VIR-225-ML;1.848
VIR-238-ML;1.848
VIR-242-ML;1.848
VIR-6264-ML;1.848
VIR-88-ML1;1.848
VIR-91-ML;1.848
VIR-93-ML;1.848
7657;1.8444
5020;1.8365
4444;1.8323
6977;1.8292
2679;1.82564
2335;1.820037
8080;1.81
6527;1.8079
7958;1.800708
1144;1.8
1185;1.8
1213;1.8
2310;1.8
2336;1.8
2725;1.8
3584;1.8
4422;1.8
6893;1.8
7286;1.8
928;1.8
VIR-4370-ML;1.8
VIR-1142-ML;1.8
VIR-738-ML;1.8
5035;1.795
VIR-6603-ML;1.7904
1684;1.79
2541;1.79
6554;1.7887
5590;1.7867
7908;1.7811
1323;1.78
3814;1.776316
6956;1.773191
2665;1.77
VIR-3177-ML;1.764
7821;1.76
VIR-2495-ML;1.75
7679;1.749
7818;1.749
7819;1.749
7820;1.749
VIR-6556-ML;1.736
VIR-6557-ML;1.736
7689;1.735
5600;1.73
VIR-6322-ML1;1.73
7844;1.729
5593;1.72
6834;1.715867
2471;1.7114
1227;1.7108
4423;1.71
7822;1.71
VIR-6745-ML;1.7065
VIR-2413-ML;1.70175
VIR-2319-ML;1.7
VIR-515-ML;1.7
VIR-941-ML;1.7
1155;1.7
1156;1.7
1177;1.7
2277;1.7
2435;1.7
3077;1.7
3199;1.7
3407;1.7
3827;1.7
3906;1.7
4459;1.7
1644;1.69831
5028;1.69585
VIR-1613-ML;1.694
2523;1.69
3072;1.69
3947;1.69
VIR-2198-ML;1.683
2959;1.68
VIR-6691-ML;1.67386
6778;1.67097
5597;1.67
5598;1.67
7438;1.6695
VIR-170-ML;1.6665
VIR-179-ML;1.6665
VIR-204-ML;1.6665
VIR-173-ML1;1.665
737;1.66
VIR-1001-ML1;1.658
7996;1.65385
1241;1.65025
2677;1.65
4337;1.65
4425;1.65
4439;1.65
4453;1.65
4455;1.65
4939;1.65
5039;1.65
6904;1.65
577;1.643
512;1.632
1656;1.63
2715;1.63
6530;1.63
3404;1.62
VIR-177-ML;1.617
6526;1.6125
VIR-6765-ML;1.61154
1224;1.61
2442;1.61
VIR-482-ML;1.6092
614;1.608
5022;1.607
5591;1.6054
1215;1.6
2257;1.6
2271;1.6
2330;1.6
2333;1.6
2398;1.6
2463;1.6
3030;1.6
3032;1.6
3085;1.6
6795;1.6
VIR-3582-ML;1.6
VIR-6740-ML;1.6
1202;1.5942
5589;1.5935
1176;1.59
1193;1.59
4375;1.59
5084;1.59
5108;1.59
VIR-974-ML;1.59
VIR-931-ML;1.584
3162;1.5796
937;1.57685
4456;1.57
539;1.57
7688;1.57
1044;1.568
2521;1.568
4643;1.568
3089;1.567
6764;1.5663
7686;1.5645
VIR-3749-ML;1.5642
4454;1.56
4457;1.56
VIR-5118-ML;1.554
7995;1.551
4437;1.55
6892;1.55
VIR-165-ML;1.55
7999;1.538333
7907;1.5343
6722;1.53425
VIR-6744-ML;1.531
7695;1.531
1709;1.53
2642;1.53
VIR-6344-ML;1.53
2589;1.52803
537;1.5263
3908;1.5254
VIR-7282-ML;1.5245
VIR-6325-ML;1.524
VIR-6355-ML;1.524
4415;1.52004
1711;1.52
2306;1.52
6463;1.5186
VIR-126-ML;1.515
VIR-219-ML;1.515
5592;1.51
7001;1.505556
2500;1.5054
3907;1.5029
1143;1.5
1148;1.5
1149;1.5
1152;1.5
1228;1.5
1334;1.5
1696;1.5
2520;1.5
2700;1.5
2915;1.5
3207;1.5
3410;1.5
3791;1.5
4413;1.5
4416;1.5
4424;1.5
4958;1.5
6532;1.5
VIR-270-ML;1.5
VIR-2771-ML;1.5
VIR-3001-ML;1.5
VIR-454-ML;1.5
VIR-6062-ML1;1.5
VIR-6743-ML;1.5
VIR-850-ML;1.5
1205;1.4963
2240;1.4922
2537;1.49
3193;1.49
7274;1.49
5085;1.4849
7656;1.4734
1189;1.47
2693;1.47
3031;1.47
856;1.47
VIR-5386-ML;1.47
VIR-5386-ML1;1.47
2383;1.468
7994;1.465
922;1.46355
VIR-3309-ML;1.46
2542;1.45
6905;1.45
3929;1.4486
2827;1.445
1172;1.4443
1320;1.44
4561;1.44
2609;1.439864
4630;1.432
1150;1.43
1151;1.43
1683;1.43
2533;1.43
651;1.43
7464;1.43
7472;1.43
VIR-3696-ML;1.43
4412;1.425
4438;1.425
7956;1.425
7998;1.425
7947;1.42
7474;1.4193
2317;1.4155
4403;1.41
6529;1.41
VIR-6297-ML;1.41
VIR-106-ML;1.4
VIR-189-ML1;1.4
VIR-202-ML;1.4
VIR-226-ML;1.4
VIR-229-ML;1.4
VIR-3172-ML;1.4
VIR-4540-ML;1.4
VIR-6799-ML;1.4
1191;1.4
1235;1.4
2323;1.4
2454;1.4
2511;1.4
509;1.4
6721;1.4
6998;1.4
5616;1.395
VIR-925-ML;1.39
2543;1.39
VIR-6624-ML;1.39
5587;1.38785
8047;1.386795
6831;1.3808
556;1.38
6927;1.38
5017;1.3775
5021;1.3775
4564;1.3733
VIR-5115-ML;1.37256
1236;1.372
VIR-5114-ML;1.3716
4964;1.3694
2387;1.363845
660;1.36
976;1.3559
3236;1.354333
5029;1.3543
7909;1.3528
3029;1.35
4410;1.35
4432;1.35
4472;1.35
5031;1.35
533;1.35
6462;1.35
6486;1.35
6488;1.35
6903;1.35
7461;1.35
993;1.35
1037;1.344
600;1.34
988;1.34
5588;1.339
6528;1.331
7460;1.326105
2386;1.3258
1035;1.324
1219;1.311
3343;1.31
3624;1.31
6979;1.3056
1243;1.3015
2962;1.3
3195;1.3
3437;1.3
3438;1.3
3439;1.3
3440;1.3
VIR-123-ML;1.3
VIR-151-ML;1.3
VIR-203-ML;1.3
VIR-2252-ML;1.3
VIR-3221-ML;1.3
VIR-6196-ML;1.2984
4414;1.2978
2438;1.29
2851;1.29
6690;1.29
VIR-6090-ML;1.284
VIR-7548-ML;1.284
1237;1.283666
4447;1.282
4463;1.282
4659;1.271089
4338;1.27
6839;1.2677
VIR-205-MLP;1.26585
7716;1.263
6826;1.262733
536;1.26189
3574;1.26097
1056;1.26
1250;1.26
2585;1.26
3039;1.26
3044;1.26
3186;1.26
3191;1.26
3398;1.26
4474;1.26
997;1.259349
4644;1.257
1186;1.25421
1173;1.25
2826;1.25
2835;1.25
446;1.25
6966;1.25
7687;1.25
VIR-155-ML1;1.25
VIR-210-ML;1.25
VIR-234-ML1;1.25
7910;1.245633
VIR-2960-ML;1.235
1206;1.232
1850;1.232
3040;1.23
726;1.23
2831;1.22947
3165;1.225
3166;1.225
6614;1.224
4774;1.21
4775;1.21
4776;1.21
4777;1.21
5626;1.20635
7013;1.2055
3790;1.2053
580;1.2035
1190;1.2004
2408;1.2
2916;1.2
4426;1.2
4471;1.2
5093;1.2
7323;1.2
VIR-2344-ML1;1.2
VIR-5660-ML;1.2
VIR-6635-ML;1.19829
1264;1.193
2412;1.19
2519;1.19
3101;1.19
3573;1.183764
7033;1.18
1008;1.179834
5585;1.178
7321;1.176
619;1.167084
VIR-573-ML;1.164
4473;1.162811
5586;1.1624
5596;1.16204
3087;1.16
3088;1.16
6452;1.16
6454;1.16
886;1.16
532;1.158088
VIR-481-ML;1.155
VIR-5117-ML;1.152
2932;1.1499
2509;1.148473
3521;1.142522
3522;1.14252
VIR-3061-ML;1.14
3932;1.14
4404;1.14
6830;1.1396
3840;1.1392
888;1.138308
855;1.1381
3797;1.13
3958;1.13
4888;1.13
6451;1.13
1007;1.12944
2305;1.121082
2558;1.1208
5046;1.12
6461;1.12
6464;1.12
6487;1.12
6928;1.12
6980;1.1192
4615;1.114
2524;1.11
966;1.1009
2836;1.1
2847;1.1
VIR-182-ML;1.1
6521;1.0994
1263;1.09503
1252;1.09
3078;1.09
3629;1.09
3951;1.09
5566;1.09
7842;1.08658
5584;1.0865
2970;1.08
419;1.08
420;1.08
2591;1.076
5140;1.0758
2469;1.0752
4249;1.074
3959;1.07
2474;1.06825
4783;1.0682
3200;1.06
437;1.06
439;1.06
440;1.06
449;1.06
4506;1.06
4609;1.06
4612;1.06
6991;1.06
7316;1.06
7317;1.06
7868;1.06
924;1.06
2448;1.0599
6689;1.0599
438;1.056
441;1.056
8012;1.056
6720;1.055
2539;1.05
2885;1.05
3789;1.05
3824;1.05
4419;1.05
4611;1.05
5016;1.05
633;1.05
6996;1.05
934;1.05
VIR-3744-ML;1.05
VIR-3766-ML;1.05
VIR-586-ML;1.05
VIR-586-ML3;1.05
1659;1.05
6837;1.04873
2547;1.04601
1038;1.046
6993;1.044625
6976;1.0434
1188;1.04
2648;1.04
4467;1.04
4838;1.039
442;1.0388
4613;1.0388
5745;1.03799
6688;1.0364
6763;1.0364
5429;1.032
443;1.03
5422;1.03
1214;1.0291
3100;1.029
3185;1.0255
1041;1.02
3402;1.02
4559;1.02
6926;1.02
621;1.01905
1196;1.019
7926;1.015
1674;1.014
2757;1.011942
1192;1.0116
6925;1.01
VIR-510-ML;1.0098
4623;1.008
7803;1.00785
7904;1.0035
5621;1.0027
1009;1.001095
1157;1
2909;1
6969;1
VIR-103-ML;1
VIR-117-ML;1
VIR-131-ML;1
VIR-136-ML;1
VIR-137-ML;1
VIR-142-ML1;1
VIR-144-ML;1
VIR-148-ML;1
VIR-159-ML;1
VIR-191-ML;1
VIR-208-ML;1
VIR-232-ML;1
VIR-3754-ML;1
VIR-5663-ML;1
VIR-5667-ML;1
VIR-5668-ML;1
VIR-5671-ML;1
VIR-5675-ML;1
VIR-5685-ML;1
VIR-5687-ML;1
VIR-5688-ML;1
VIR-5692-ML;1
VIR-5696-ML;1
VIR-5702-ML;1
VIR-5709-ML;1
VIR-5712-ML;1
VIR-5715-ML;1
VIR-5721-ML;1
VIR-5730-ML;1
VIR-5746-ML;1
VIR-5747-ML;1
VIR-5748-ML;1
VIR-5754-ML;1
VIR-5759-ML;1
VIR-5762-ML;1
VIR-5765-ML;1
VIR-5766-ML;1
VIR-5770-ML;1
VIR-5772-ML;1
VIR-5777-ML;1
VIR-5782-ML;1
VIR-5788-ML;1
VIR-5790-ML;1
VIR-5795-ML;1
VIR-5797-ML;1
VIR-5803-ML;1
VIR-5807-ML;1
VIR-5813-ML;1
VIR-5815-ML;1
VIR-5831-ML;1
VIR-5838-ML;1
VIR-5840-ML;1
VIR-5842-ML;1
VIR-5846-ML;1
VIR-5847-ML;1
VIR-5850-ML;1
VIR-5853-ML;1
VIR-5855-ML;1
VIR-5857-ML;1
VIR-5859-ML;1
VIR-5862-ML;1
VIR-5866-ML;1
VIR-5868-ML;1
VIR-5870-ML;1
VIR-5871-ML;1
VIR-5886-ML;1
VIR-5892-ML;1
VIR-5894-ML;1
VIR-5896-ML;1
VIR-5899-ML;1
VIR-5912-ML;1
VIR-5919-ML;1
VIR-5927-ML;1
VIR-5933-ML;1
VIR-5935-ML;1
VIR-5936-ML;1
VIR-5937-ML;1
VIR-5941-ML;1
VIR-5942-ML;1
VIR-5951-ML;1
VIR-5984-ML;1
VIR-5999-ML;1
VIR-6001-ML;1
VIR-6002-ML;1
VIR-6003-ML;1
VIR-6009-ML;1
VIR-6015-ML;1
VIR-6022-ML;1
VIR-6027-ML;1
VIR-6030-ML;1
VIR-6055-ML;1
VIR-6058-ML;1
VIR-6060-ML;1
VIR-6061-ML;1
VIR-6065-ML;1
VIR-6066-ML;1
VIR-6070-ML;1
VIR-6072-ML;1
VIR-6074-ML;1
VIR-6079-ML;1
VIR-6083-ML;1
VIR-6092-ML;1
VIR-6095-ML;1
VIR-6106-ML;1
VIR-6114-ML;1
VIR-6122-ML;1
VIR-6123-ML;1
VIR-6133-ML;1
VIR-6138-ML;1
VIR-6151-ML;1
VIR-6166-ML;1
VIR-6167-ML;1
VIR-6169-ML;1
VIR-6173-ML;1
VIR-6174-ML;1
VIR-6177-ML;1
VIR-6182-ML;1
VIR-6183-ML;1
VIR-6184-ML;1
VIR-6191-ML;1
VIR-6192-ML;1
VIR-6193-ML;1
VIR-6200-ML;1
VIR-6203-ML;1
VIR-6208-ML;1
VIR-6210-ML;1
VIR-6214-ML;1
VIR-6215-ML;1
VIR-6216-ML;1
VIR-6217-ML;1
VIR-6218-ML;1
VIR-6222-ML;1
VIR-6224-ML;1
VIR-6227-ML;1
VIR-6231-ML;1
VIR-6234-ML;1
VIR-6236-ML;1
VIR-6257-ML;1
VIR-6260-ML;1
VIR-6316-ML;1
VIR-6317-ML;1
VIR-6318-ML1;1
VIR-6319-ML;1
VIR-6320-ML;1
VIR-6326-ML;1
VIR-6330-ML;1
VIR-6332-ML;1
VIR-6333-ML;1
VIR-6337-ML;1
VIR-6340-ML;1
VIR-6343-ML;1
VIR-6347-ML;1
VIR-6348-ML;1
VIR-6351-ML;1
VIR-6356-ML;1
VIR-6359-ML;1
VIR-6360-ML;1
VIR-6361-ML;1
VIR-6362-ML;1
VIR-6490-ML;1
VIR-87-ML;1
3038;0.9984
2837;0.997
2844;0.997
2845;0.997
2846;0.997
2921;0.997
4401;0.997
5030;0.997
1046;0.9952
4654;0.995
890;0.9916
1036;0.99
1178;0.99
1218;0.99
2550;0.99
3151;0.99
3342;0.99
4409;0.99
8093;0.99
842;0.99
918;0.99
7653;0.9848
5077;0.98
7293;0.97691
2838;0.9723
3988;0.97019
8086;0.97
690;0.969612
5015;0.9657
5032;0.9657
6523;0.9634
617;0.963111
1197;0.962933
1254;0.96
1314;0.96
3045;0.96
3413;0.96
3433;0.96
3434;0.96
3435;0.96
3436;0.96
4714;0.96
7139;0.96
7140;0.96
984;0.96
618;0.9574
445;0.95304
2313;0.951
4986;0.95
506;0.9489
7905;0.94375
6684;0.9421
7652;0.94056
2468;0.93912
7285;0.937545
2231;0.935627
7246;0.933
3168;0.93
7462;0.93
892;0.929526
448;0.92529
3163;0.923907
2279;0.921011
1207;0.92
2456;0.92
507;0.92
7681;0.92
2910;0.912
2288;0.91
6444;0.91
6445;0.91
3809;0.9097
3161;0.90948
6602;0.906833
2843;0.9031
CORP-103;0.9029
6525;0.9007
3578;0.90069
3405;0.9
3961;0.9
4402;0.9
4411;0.9
4418;0.9
4421;0.9
5076;0.9
5086;0.9
5087;0.9
6995;0.9
VIR-6890-ML;0.9
4607;0.8975
3170;0.89639
1171;0.8955
3234;0.8951
2830;0.89309
6520;0.893
2841;0.89122
6975;0.891
2560;0.89
2590;0.89
3960;0.89
3993;0.89
622;0.89
6425;0.8899
4850;0.88625
VIR-2393-ML;0.886
2460;0.884999
3235;0.883944
2840;0.883865
5583;0.8825
444;0.88
691;0.88
5581;0.8783
4248;0.87705
1330;0.8764
1247;0.873075
1249;0.871
3630;0.87
862;0.87
2584;0.8642
2839;0.86328
1852;0.8606
2842;0.8604
1181;0.86
2201;0.86
2518;0.86
2534;0.86
2945;0.86
3823;0.86
3940;0.86
3941;0.86
3942;0.86
3945;0.86
3946;0.86
3955;0.86
3962;0.86
6453;0.86
876;0.86
3232;0.859722
6687;0.8597
6891;0.85904
4618;0.859
2828;0.85745
620;0.856145
2274;0.856
2911;0.855
3638;0.855
7463;0.855
7511;0.855
3169;0.8549
1669;0.85
7296;0.845148
414;0.8428
VIR-5397-ML;0.84
7507;0.84
VIR-5129-ML;0.839
6962;0.83743
2720;0.83
3192;0.83
3194;0.83
3949;0.83
